precio|producto_id|sucursal_id
85.9|7793890254211|46-1-3
85.9|7793890254211|45-1-5
85.9|7793890254211|44-1-8
85.9|7793699001894|13-1-106
85.9|7793620003461|46-1-3
85.9|7793620003461|45-1-5
85.9|7793620003461|44-1-8
85.9|7793620003416|36920
85.9|7793395000108|39461
85.9|7793360005329|39461
85.9|7793344904082|36-5-73
85.9|7793344904082|36-4-51
85.9|7793344904082|36-3-25
85.9|7793147570866|50-1-2
85.9|7793147570866|49-1-2
85.9|7793147001742|45-1-5
85.9|7793100111495|50-1-2
85.9|7793100111495|49-1-2
85.9|7792816281904|36911
85.9|7792710002117|37626
85.9|7792180134509|46-1-3
85.9|7792180134509|45-1-5
85.9|7792180134509|44-1-8
85.9|7792180004857|50-1-2
85.9|7792180004857|49-1-2
85.9|7792129004214|12-1-208
85.9|7792129003804|46-1-3
85.9|7792129003804|45-1-5
85.9|7792129003804|44-1-8
85.9|7792129003583|12-1-208
85.9|7791866001364|2-1-201
85.9|7791708001293|39461
85.9|7791675030500|11-5-1002
85.9|7791675030500|11-2-1067
85.9|7791620001173|50-1-2
85.9|7791620001173|49-1-2
85.9|7791584000663|38735
85.9|7791520097719|50-1-2
85.9|7791520097719|49-1-2
85.9|7791337409163|2-1-103
85.9|7791337304017|2-1-103
85.9|7791333000326|50-1-2
85.9|7791333000326|49-1-2
85.9|7791333000210|50-1-2
85.9|7791333000210|49-1-2
85.9|7791333000043|50-1-2
85.9|7791333000043|49-1-2
85.9|7791333000036|50-1-2
85.9|7791333000036|49-1-2
85.9|7791333000029|50-1-2
85.9|7791333000029|49-1-2
85.9|7791293035901|36920
85.9|7791293035222|50-1-2
85.9|7791293035222|49-1-2
85.9|7791293035215|50-1-2
85.9|7791293035215|49-1-2
85.9|7791293035000|50-1-2
85.9|7791293035000|49-1-2
85.9|7791293034997|50-1-2
85.9|7791293034997|49-1-2
85.9|7791293032023|38006
85.9|7791293032023|39461
85.9|7791293032016|36911
85.9|7791293032016|39461
85.9|7791293032009|36911
85.9|7791293032009|39461
85.9|7791293031996|36911
85.9|7791293031996|39461
85.9|7791293031989|36911
85.9|7791293031989|39461
85.9|7791293026589|50-1-2
85.9|7791293026589|49-1-2
85.9|7791293025261|39461
85.9|7791293025155|45-1-5
85.9|7791290787568|50-1-2
85.9|7791290787568|49-1-2
85.9|7791290786394|39111
85.9|7791290013926|50-1-2
85.9|7791290013926|49-1-2
85.9|7791290013919|50-1-2
85.9|7791290013919|49-1-2
85.9|7791290013902|50-1-2
85.9|7791290013902|49-1-2
85.9|7791290012509|50-1-2
85.9|7791290012509|49-1-2
85.9|7791290007710|39461
85.9|7791249451472|623967
85.9|7791249451472|11-2-1108
85.9|7791190000088|621410
85.9|7791078022751|50-1-2
85.9|7791078022751|49-1-2
85.9|7790990999080|46-1-3
85.9|7790990999080|45-1-5
85.9|7790990999080|44-1-8
85.9|7790895000454|2-1-206
85.9|7790828002074|19737
85.9|7790787172566|38006
85.9|7790787002696|36911
85.9|7790770002948|50-1-2
85.9|7790770002948|49-1-2
85.9|7790742187000|38381
85.9|7790703002618|46-1-3
85.9|7790703002618|45-1-5
85.9|7790703002618|44-1-8
85.9|7790670051060|46-1-3
85.9|7790670051060|45-1-5
85.9|7790670051060|44-1-8
85.9|7790670050476|50-1-2
85.9|7790670050476|49-1-2
85.9|7790670045199|36920
85.9|7790670045199|2-1-096
85.9|7790670002406|50-1-2
85.9|7790670002406|49-1-2
85.9|7790590000391|39461
85.9|7790580392604|46-1-3
85.9|7790580392604|45-1-5
85.9|7790580392604|44-1-8
85.9|7790520990068|36920
85.9|7790520988249|50-1-2
85.9|7790520988249|49-1-2
85.9|7790520981882|50-1-2
85.9|7790520981882|49-1-2
85.9|7790503198474|19737
85.9|7790315000422|2-2-241
85.9|7790315000422|2-1-092
85.9|7790314005817|38735
85.9|7790314005794|38735
85.9|7790314005770|38735
85.9|7790310005873|622506
85.9|7790310005873|11-4-1046
85.9|7790310005873|11-2-1061
85.9|7790310005507|622506
85.9|7790310005507|11-2-1061
85.9|7790310004296|11-2-1116
85.9|7790250057710|46-1-3
85.9|7790250057710|45-1-5
85.9|7790250057710|44-1-8
85.9|7790236002086|2-1-103
85.9|7790230040022|36911
85.9|7790230033031|38006
85.9|7790163050730|50-1-2
85.9|7790163050730|49-1-2
85.9|7790163050068|50-1-2
85.9|7790163050068|49-1-2
85.9|7790163006317|50-1-2
85.9|7790163006317|49-1-2
85.9|7790163006294|50-1-2
85.9|7790163006294|49-1-2
85.9|7790163006270|50-1-2
85.9|7790163006270|49-1-2
85.9|7790163006225|50-1-2
85.9|7790163006225|49-1-2
85.9|7790163006157|50-1-2
85.9|7790163006157|49-1-2
85.9|7790163006140|50-1-2
85.9|7790163006140|49-1-2
85.9|7790163006133|50-1-2
85.9|7790163006133|49-1-2
85.9|7790163006126|50-1-2
85.9|7790163006126|49-1-2
85.9|7790163006102|50-1-2
85.9|7790163006102|49-1-2
85.9|7790150536254|50-1-2
85.9|7790150536254|49-1-2
85.9|7790150445341|46-1-3
85.9|7790150445341|44-1-8
85.9|7790150396162|45-1-5
85.9|7790079018367|50-1-2
85.9|7790079018367|49-1-2
85.9|7790079000638|9-2-583
85.9|7790071070127|9-3-628
85.9|7790071070127|9-2-248
85.9|7790071070103|9-3-628
85.9|7790071070103|9-2-248
85.9|7790070416544|50-1-2
85.9|7790070416544|49-1-2
85.9|7790070412386|39461
85.9|7790070412379|39461
85.9|7790070412362|39461
85.9|7790064000124|45-1-5
85.9|7790045001195|11-5-1057
85.9|7790045000105|36911
85.9|7790040929609|50-1-2
85.9|7790040929609|49-1-2
85.9|7790040720800|39455
85.9|7790040711105|46-1-3
85.9|7790040711105|44-1-8
85.9|7790040667303|46-1-3
85.9|7790040667303|44-1-8
85.9|7790040667204|46-1-3
85.9|7790040667204|44-1-8
85.9|7790040126749|46-1-3
85.9|7790040126749|45-1-5
85.9|7790040126749|44-1-8
85.9|7790040126732|46-1-3
85.9|7790040126732|45-1-5
85.9|7790040126732|44-1-8
85.9|7790040126725|46-1-3
85.9|7790040126725|45-1-5
85.9|7790040126725|44-1-8
85.9|7790040117389|45-1-5
85.9|7790040107830|46-1-3
85.9|7790040107830|44-1-8
85.9|7790010616829|36920
85.9|7622300847234|36920
85.9|7622300847234|2-1-103
85.9|7622300847234|13-1-106
85.9|7509546068527|39461
85.9|7506339363883|11-5-1020
85.9|7500435023313|36920
85.9|7500435001113|50-1-2
85.9|7500435001113|49-1-2
85.9|46-1-0000000097006|46-1-3
85.9|44-1-0000000097006|44-1-8
85.9|4005808719273|50-1-2
85.9|4005808719273|49-1-2
85.9|2611342000009|10-2-144
85.9|2611342000009|42379
85.89|7798321150148|47-1-1
85.89|7798321150131|47-1-1
85.89|7796679001686|7-2-802
85.89|7792459085983|36916
85.89|7791274198205|12-1-185
85.89|7791274198182|12-1-185
85.89|7790828104426|7-2-802
85.89|7790314000102|12-1-185
85.89|7790150396162|12791
85.89|7790150380161|12791
85.89|7790150240274|12791
85.89|7790064000124|46028
85.89|7790040720800|329466
85.87|7798085990783|35-1-1
85.87|7790314000010|16-1-1302
85.87|7613034497048|9-1-868
85.85|7891000253588|12-1-185
85.85|7891000253526|12-1-185
85.85|7891000105450|12-1-185
85.85|7891000105436|12-1-185
85.85|7891000105412|12-1-185
85.85|7798270240051|625793
85.85|7798270240051|11-2-1061
85.85|7798105581380|11-2-1108
85.85|7794396000296|35-1-1
85.85|7792180134516|12-1-185
85.85|7790503198801|12-1-185
85.85|7790503198795|12-1-185
85.85|7790503198788|12-1-185
85.85|7790310005873|16-1-1302
85.85|7790310005507|16-1-1302
85.85|7790263119580|12-1-185
85.85|7790263119573|12-1-185
85.85|7790119001793|44233
85.85|7790119001793|39819
85.85|7506339363883|12-1-185
85.8|7798270243250|11-5-1004
85.8|7792307001745|621410
85.8|7792307001738|621410
85.8|7792307001721|621410
85.8|7792307001714|621410
85.8|7792070001102|11-5-1002
85.8|7791866001364|623967
85.8|7791293035901|621410
85.8|7790895000447|2-1-103
85.8|7790883006918|47-1-1
85.8|7790787030118|38006
85.8|7790580402907|11-2-1115
85.8|7790150445341|11-5-1020
85.8|7622210659460|11-2-1116
85.79|7798167047930|38735
85.79|7791866001364|11-2-1099
85.79|7791843010129|12791
85.79|7791290780170|13522
85.79|7791290013797|46028
85.79|7791290013780|46028
85.79|7791290008441|7-2-802
85.79|7790742335609|38735
85.79|7790742335500|38735
85.79|7790742141309|15-1-146
85.79|7790310003039|7-2-802
85.79|7790310003022|7-2-802
85.79|7790045825791|36916
85.79|7790045824893|36916
85.79|7790045823452|36916
85.79|7790040929609|7-2-802
85.79|7790035016352|36916
85.79|7790035016338|36916
85.79|7790035016321|36916
85.79|7790035016314|36916
85.79|7790035016307|36916
85.79|7790035006292|36916
85.79|7790035006247|36916
85.79|7790035006087|36916
85.79|7790035006070|36916
85.79|7790035006032|36916
85.79|7790035006025|36916
85.79|7790035006018|36916
85.79|7790035000757|36916
85.79|7790035000740|36916
85.78|7798073173785|16-1-1402
85.76|7794000960091|11-2-1114
85.75|7798120900234|44233
85.75|7798120900234|39819
85.75|7794000960091|9-3-628
85.75|7794000960091|9-2-248
85.75|7794000960091|9-1-150
85.75|7794000597532|12-1-185
85.75|7794000597518|12-1-185
85.75|7791828000213|16-1-1402
85.75|7791828000213|10-1-123
85.75|7790520016348|44233
85.75|7790520016348|39819
85.75|7790520016331|44233
85.75|7790520016331|39819
85.75|7790520016324|44233
85.75|7790520016324|39819
85.75|7790520016317|44233
85.75|7790520016317|39819
85.7|7798144940049|622506
85.7|7798059750108|37626
85.7|7794770100758|621410
85.7|7793253401030|11-5-1004
85.7|7793253401030|11-4-1046
85.7|7793253401030|11-2-1116
85.7|7793100120220|623967
85.7|7793100120220|11-2-1108
85.7|7792900093253|37626
85.7|7791520003093|622506
85.7|7791476019001|621410
85.7|7791274196478|11-5-1058
85.7|7791274196478|11-2-1033
85.7|7790742140609|2-2-241
85.7|7790742140609|2-1-092
85.7|7790520007438|621410
85.7|7790121000203|47-1-1
85.7|7622210745620|11-5-1004
85.7|7622210745583|11-5-1004
85.7|7622210745224|11-5-1004
85.69|7798048720389|36916
85.69|7798048720372|36916
85.69|7794950090329|12791
85.69|7794940000819|38735
85.69|7794000960091|15-1-146
85.69|7793253401030|15-1-146
85.69|7793100120275|47-1-1
85.69|7793100120220|47-1-1
85.69|7791293032009|7-2-802
85.69|7790742144607|7-2-802
85.69|7790150255025|36916
85.69|7500435149044|12791
85.68|7790230033031|11-5-1008
85.68|7790070318190|11-5-1014
85.68|7790070318176|11-5-1014
85.68|7790070318138|11-5-1014
85.68|7790070318121|11-5-1014
85.68|7790070318114|11-5-1014
85.67|7791866001364|38735
85.67|7790310005507|47-1-1
85.66|7790070033147|35-1-1
85.65|7793253400163|11-2-1098
85.65|7791130000079|329466
85.65|7790045825401|16-1-1402
85.65|7790045825395|16-1-1102
85.64|7790520014474|47-1-1
85.63|7791290008953|11-5-1006
85.6|7798270242307|11-5-1020
85.6|7798181480027|11-5-1020
85.6|7798153715225|11-5-1004
85.6|7798153715225|11-2-1013
85.6|7794000960091|2-1-096
85.6|7793100111877|17-1-252
85.6|7792900092898|625793
85.6|7792389079977|11-2-1056
85.6|7792389021501|11-2-1056
85.6|7791866000510|11-5-1020
85.6|7791476070002|11-5-1004
85.6|7790895000225|47-1-1
85.6|7790538000704|622506
85.6|7790463000183|11-5-1002
85.6|7790463000183|11-2-1015
85.6|7790380029021|11-2-1115
85.6|7790380029007|11-2-1115
85.6|7790380015949|11-2-1115
85.6|7790263119337|11-5-1020
85.6|7790263119290|11-5-1020
85.6|7790040991705|37626
85.6|7790040991606|37626
85.6|7790040719804|11-5-1020
85.6|7790040675902|37626
85.6|7790040656802|37626
85.6|7790040173200|11-5-1020
85.6|7790040102750|37626
85.6|7790010595698|11-5-1058
85.6|7790010595698|11-2-1012
85.6|6000000290016|36911
85.59|7798080521678|12-1-208
85.59|7793360125119|12-1-208
85.59|7793187004840|36916
85.59|7792180004901|15-1-146
85.59|7791290013797|44233
85.59|7791290013797|39819
85.59|7791290013780|44233
85.59|7791290013780|39819
85.59|7790950202823|12791
85.59|7790950202816|12791
85.59|7790895067556|15-1-146
85.59|7790895001451|15-1-146
85.59|7790895000454|15-1-146
85.59|7790895000447|15-1-146
85.59|7790127000016|46028
85.59|7790070416179|12791
85.59|7500435017046|47128
85.58|7861002901855|47-1-1
85.58|7861002901831|47-1-1
85.58|7790645000895|47-1-1
85.58|7790060007004|35-1-1
85.55|7798176000599|11-5-1057
85.55|7798099590436|9-2-112
85.55|7798008294660|11-5-1004
85.55|7795930000604|35-1-1
85.55|7794520000796|47-1-1
85.55|7791337409163|12-1-208
85.55|7791324157435|44233
85.55|7791324157435|38723
85.55|7791324157428|44233
85.55|7791324157428|38723
85.55|7791324000052|44233
85.55|7791324000052|38723
85.55|7790580509507|35-1-1
85.55|7790580509309|35-1-1
85.55|7790040102750|16-1-1502
85.55|7622300847234|16-1-1502
85.53|7798138553118|47-1-1
85.5|7798153716246|11-2-1115
85.5|7798130461077|39461
85.5|7798105585654|623967
85.5|7798105585647|623967
85.5|7798105584428|11-5-1057
85.5|7798085680318|11-5-1004
85.5|7798080521678|11-5-1002
85.5|7798062547559|11-5-1057
85.5|7798060852136|11-5-1057
85.5|7798059381722|19737
85.5|7798059381708|19737
85.5|7798052362605|45667
85.5|7796104001175|10-2-144
85.5|7795947005142|10-2-286
85.5|7794950090206|625793
85.5|7794940000604|37626
85.5|7794055001824|11-5-1057
85.5|7794055000230|11-5-1057
85.5|7794000960091|13-1-130
85.5|7793890253641|10-3-485
85.5|7793706000940|10-2-141
85.5|7793360108426|10-1-240
85.5|7792798007424|47-1-1
85.5|7791866001364|11-2-1116
85.5|7791477000015|11-5-1057
85.5|7791359120114|11-5-1057
85.5|7790613071117|623967
85.5|7790580033507|11-5-1006
85.5|7790520019844|11-5-1020
85.5|7790416066839|625793
85.5|7790416066631|625793
85.5|7790416066532|625793
85.5|7790416066433|625793
85.5|7790387712445|10-2-146
85.5|7790387712445|16447
85.5|7790387000856|10-2-286
85.5|7790387000856|47128
85.5|7790150465455|625793
85.5|7790150350133|10-2-141
85.5|7790070412454|11-5-1057
85.5|7790070411365|11-5-1057
85.5|7790070411358|11-5-1057
85.5|7790070320001|10-2-143
85.5|7790070320001|17542
85.5|7790070318671|10-2-146
85.5|7790040872202|621410
85.5|7790010616829|11-2-1116
85.5|7702010630422|11-5-1004
85.5|5900273001566|11-5-1004
85.49|7798062549843|12-1-149
85.49|7798062542455|12-1-149
85.49|7798062542073|12-1-149
85.49|7793551000294|38735
85.49|7792180004567|15-1-146
85.49|7791520019094|38735
85.49|7791520019049|38735
85.49|7791520019032|38735
85.49|7791290786493|16-1-1402
85.49|7791290786486|16-1-1402
85.49|7791290786479|16-1-1402
85.49|7790895006104|11-5-1057
85.49|7790895006104|11-2-1108
85.49|7790895006036|11-5-1057
85.49|7790895006036|11-2-1108
85.49|7790895006029|11-5-1057
85.49|7790895006029|11-2-1108
85.49|7790463000183|15-1-146
85.49|7790410000112|12791
85.49|7790410000082|12791
85.49|7790410000068|12791
85.49|7790360967763|15-1-146
85.49|7790315001061|12-1-149
85.49|7790315000934|12-1-149
85.49|7790315000910|12-1-149
85.49|7790070318138|12791
85.49|7790070318121|12791
85.49|7790070318114|12791
85.49|7790045824893|12791
85.49|7790045823452|12791
85.49|7613034450074|16-1-1502
85.49|6-2-0000000008608|44233
